Date,SKU,daily_sales,rolling_mean_7,forecast_error,ghost_demand,recommended_cut,cost_saving,waste_reduction_value
2022-06-19,J0230-SKD-XS,1,4.0,3.0,1,2.4000000000000004,120.00000000000001,48.00000000000001
2022-06-03,J0339-DR-M,1,4.142857142857143,3.1428571428571432,1,2.5142857142857147,125.71428571428574,50.28571428571429
2022-04-15,J0341-DR-L,3,4.142857142857143,1.1428571428571432,1,0.9142857142857146,45.71428571428573,18.285714285714292
2022-04-18,J0341-DR-L,5,6.142857142857143,1.1428571428571432,1,0.9142857142857146,45.71428571428573,18.285714285714292
2022-04-19,J0341-DR-L,5,6.428571428571429,1.4285714285714288,1,1.142857142857143,57.14285714285715,22.85714285714286
2022-04-21,J0341-DR-L,3,6.571428571428571,3.571428571428571,1,2.857142857142857,142.85714285714286,57.142857142857146
2022-04-22,J0341-DR-L,1,5.857142857142857,4.857142857142857,1,3.8857142857142857,194.28571428571428,77.71428571428571
2022-04-27,J0341-DR-L,2,5.714285714285714,3.7142857142857144,1,2.9714285714285715,148.57142857142858,59.42857142857143
2022-04-28,J0341-DR-L,1,4.142857142857143,3.1428571428571432,1,2.5142857142857147,125.71428571428574,50.28571428571429
2022-04-29,J0341-DR-L,3,3.857142857142857,0.8571428571428572,1,0.6857142857142858,34.28571428571429,13.714285714285717
2022-05-28,J0341-DR-L,5,6.0,1.0,1,0.8,40.0,16.0
2022-05-29,J0341-DR-L,2,6.0,4.0,1,3.2,160.0,64.0
2022-04-10,J0341-DR-M,1,3.4285714285714284,2.4285714285714284,1,1.9428571428571428,97.14285714285714,38.857142857142854
2022-04-14,J0341-DR-M,3,3.5714285714285716,0.5714285714285716,1,0.4571428571428573,22.857142857142865,9.142857142857146
2022-04-15,J0341-DR-M,2,3.7142857142857144,1.7142857142857144,1,1.3714285714285717,68.57142857142858,27.428571428571434
2022-04-19,J0341-DR-M,1,3.7142857142857144,2.7142857142857144,1,2.1714285714285717,108.57142857142858,43.42857142857143
2022-04-22,J0341-DR-M,4,4.714285714285714,0.7142857142857144,1,0.5714285714285715,28.571428571428577,11.42857142857143
2022-04-23,J0341-DR-M,5,5.285714285714286,0.2857142857142856,1,0.22857142857142848,11.428571428571423,4.571428571428569
2022-04-29,J0341-DR-M,4,5.428571428571429,1.4285714285714288,1,1.142857142857143,57.14285714285715,22.85714285714286
2022-05-15,J0341-DR-M,7,7.285714285714286,0.2857142857142856,1,0.22857142857142848,11.428571428571423,4.571428571428569
2022-05-16,J0341-DR-M,2,5.571428571428571,3.571428571428571,1,2.857142857142857,142.85714285714286,57.142857142857146
2022-05-24,J0341-DR-M,2,5.285714285714286,3.2857142857142856,1,2.6285714285714286,131.42857142857142,52.57142857142857
2022-06-01,J0341-DR-M,2,7.0,5.0,1,4.0,200.0,80.0
2022-06-02,J0341-DR-M,1,7.0,6.0,1,4.800000000000001,240.00000000000003,96.00000000000001
2022-06-06,J0341-DR-M,1,6.428571428571429,5.428571428571429,1,4.342857142857143,217.14285714285717,86.85714285714286
2022-06-08,J0341-DR-M,1,4.142857142857143,3.1428571428571432,1,2.5142857142857147,125.71428571428574,50.28571428571429
2022-05-06,J0341-DR-S,1,5.142857142857143,4.142857142857143,1,3.314285714285715,165.71428571428575,66.2857142857143
2022-06-05,J0341-DR-S,1,5.857142857142857,4.857142857142857,1,3.8857142857142857,194.28571428571428,77.71428571428571
2022-06-12,J0341-DR-S,2,6.0,4.0,1,3.2,160.0,64.0
2022-06-13,J0341-DR-S,1,5.857142857142857,4.857142857142857,1,3.8857142857142857,194.28571428571428,77.71428571428571
2022-06-27,J0341-DR-S,1,5.571428571428571,4.571428571428571,1,3.657142857142857,182.85714285714286,73.14285714285714
2022-06-28,J0341-DR-S,2,4.714285714285714,2.7142857142857144,1,2.1714285714285717,108.57142857142858,43.42857142857143
2022-06-29,J0341-DR-S,1,3.142857142857143,2.142857142857143,1,1.7142857142857144,85.71428571428572,34.28571428571429
2022-04-10,J0341-DR-XL,2,4.6,2.5999999999999996,1,2.0799999999999996,103.99999999999999,41.599999999999994
2022-05-14,J0341-DR-XS,1,4.714285714285714,3.7142857142857144,1,2.9714285714285715,148.57142857142858,59.42857142857143
2022-05-10,JNE2305-KR-533-M,1,4.285714285714286,3.2857142857142856,1,2.6285714285714286,131.42857142857142,52.57142857142857
2022-04-24,JNE2305-KR-533-XL,1,4.285714285714286,3.2857142857142856,1,2.6285714285714286,131.42857142857142,52.57142857142857
2022-04-17,JNE3291-KR-L,2,4.857142857142857,2.8571428571428568,1,2.2857142857142856,114.28571428571428,45.71428571428571
2022-04-18,JNE3291-KR-L,2,5.0,3.0,1,2.4000000000000004,120.00000000000001,48.00000000000001
2022-04-21,JNE3291-KR-L,1,5.0,4.0,1,3.2,160.0,64.0
2022-04-23,JNE3291-KR-L,2,4.571428571428571,2.571428571428571,1,2.057142857142857,102.85714285714285,41.14285714285714
2022-04-27,JNE3291-KR-L,2,4.0,2.0,1,1.6,80.0,32.0
2022-04-22,JNE3291-KR-M,1,4.428571428571429,3.428571428571429,1,2.7428571428571433,137.14285714285717,54.85714285714287
2022-04-24,JNE3291-KR-M,1,3.857142857142857,2.857142857142857,1,2.285714285714286,114.2857142857143,45.71428571428572
2022-04-26,JNE3291-KR-M,1,3.857142857142857,2.857142857142857,1,2.285714285714286,114.2857142857143,45.71428571428572
2022-05-02,JNE3291-KR-M,4,4.285714285714286,0.2857142857142856,1,0.22857142857142848,11.428571428571423,4.571428571428569
2022-04-20,JNE3291-KR-XL,4,5.285714285714286,1.2857142857142856,1,1.0285714285714285,51.42857142857142,20.57142857142857
2022-04-22,JNE3291-KR-XL,2,5.142857142857143,3.1428571428571432,1,2.5142857142857147,125.71428571428574,50.28571428571429
2022-04-23,JNE3291-KR-XL,5,5.142857142857143,0.14285714285714324,1,0.1142857142857146,5.71428571428573,2.285714285714292
2022-04-28,JNE3291-KR-XL,4,6.571428571428571,2.571428571428571,1,2.057142857142857,102.85714285714285,41.14285714285714
2022-04-29,JNE3291-KR-XL,4,6.857142857142857,2.8571428571428568,1,2.2857142857142856,114.28571428571428,45.71428571428571
2022-04-30,JNE3291-KR-XL,2,6.428571428571429,4.428571428571429,1,3.542857142857143,177.14285714285717,70.85714285714286
2022-04-16,JNE3368-KR-L,1,4.285714285714286,3.2857142857142856,1,2.6285714285714286,131.42857142857142,52.57142857142857
2022-04-17,JNE3368-KR-L,1,4.285714285714286,3.2857142857142856,1,2.6285714285714286,131.42857142857142,52.57142857142857
2022-04-18,JNE3368-KR-L,1,4.285714285714286,3.2857142857142856,1,2.6285714285714286,131.42857142857142,52.57142857142857
2022-04-22,JNE3368-KR-L,1,4.285714285714286,3.2857142857142856,1,2.6285714285714286,131.42857142857142,52.57142857142857
2022-04-28,JNE3368-KR-L,1,4.0,3.0,1,2.4000000000000004,120.00000000000001,48.00000000000001
2022-04-16,JNE3368-KR-M,1,6.6,5.6,1,4.4799999999999995,223.99999999999997,89.6
2022-04-17,JNE3368-KR-M,1,5.666666666666667,4.666666666666667,1,3.733333333333334,186.66666666666669,74.66666666666667
2022-04-19,JNE3368-KR-M,1,5.0,4.0,1,3.2,160.0,64.0
2022-04-20,JNE3368-KR-M,1,5.0,4.0,1,3.2,160.0,64.0
2022-04-21,JNE3368-KR-M,4,5.285714285714286,1.2857142857142856,1,1.0285714285714285,51.42857142857142,20.57142857142857
2022-04-22,JNE3368-KR-M,2,3.5714285714285716,1.5714285714285716,1,1.2571428571428573,62.85714285714287,25.142857142857146
2022-04-16,JNE3368-KR-XL,3,4.857142857142857,1.8571428571428568,1,1.4857142857142855,74.28571428571428,29.71428571428571
2022-04-17,JNE3368-KR-XL,1,4.714285714285714,3.7142857142857144,1,2.9714285714285715,148.57142857142858,59.42857142857143
2022-04-18,JNE3368-KR-XL,3,5.0,2.0,1,1.6,80.0,32.0
2022-04-19,JNE3368-KR-XL,1,5.0,4.0,1,3.2,160.0,64.0
2022-04-20,JNE3368-KR-XL,1,4.571428571428571,3.571428571428571,1,2.857142857142857,142.85714285714286,57.142857142857146
2022-04-22,JNE3368-KR-XL,1,2.857142857142857,1.8571428571428572,1,1.4857142857142858,74.28571428571429,29.714285714285715
2022-04-22,JNE3368-KR-XXL,3,5.285714285714286,2.2857142857142856,1,1.8285714285714285,91.42857142857143,36.57142857142857
2022-04-23,JNE3368-KR-XXL,1,4.428571428571429,3.428571428571429,1,2.7428571428571433,137.14285714285717,54.85714285714287
2022-04-24,JNE3368-KR-XXL,1,4.142857142857143,3.1428571428571432,1,2.5142857142857147,125.71428571428574,50.28571428571429
2022-04-25,JNE3368-KR-XXL,1,4.142857142857143,3.1428571428571432,1,2.5142857142857147,125.71428571428574,50.28571428571429
2022-04-29,JNE3368-KR-XXL,4,4.428571428571429,0.4285714285714288,1,0.3428571428571431,17.142857142857153,6.857142857142861
2022-04-30,JNE3368-KR-XXL,1,3.5714285714285716,2.5714285714285716,1,2.0571428571428574,102.85714285714288,41.142857142857146
2022-05-01,JNE3368-KR-XXL,2,3.4285714285714284,1.4285714285714284,1,1.1428571428571428,57.14285714285714,22.857142857142854
2022-05-04,JNE3368-KR-XXL,5,5.285714285714286,0.2857142857142856,1,0.22857142857142848,11.428571428571423,4.571428571428569
2022-05-08,JNE3368-KR-XXL,1,4.857142857142857,3.8571428571428568,1,3.0857142857142854,154.28571428571428,61.71428571428571
2022-05-12,JNE3368-KR-XXL,2,5.571428571428571,3.571428571428571,1,2.857142857142857,142.85714285714286,57.142857142857146
2022-05-16,JNE3368-KR-XXL,1,4.285714285714286,3.2857142857142856,1,2.6285714285714286,131.42857142857142,52.57142857142857
2022-04-17,JNE3368-KR-XXXL,4,6.285714285714286,2.2857142857142856,1,1.8285714285714285,91.42857142857143,36.57142857142857
2022-04-21,JNE3368-KR-XXXL,2,6.142857142857143,4.142857142857143,1,3.314285714285715,165.71428571428575,66.2857142857143
2022-04-24,JNE3368-KR-XXXL,2,8.571428571428571,6.571428571428571,1,5.257142857142857,262.85714285714283,105.14285714285714
2022-04-30,JNE3368-KR-XXXL,5,7.857142857142857,2.8571428571428568,1,2.2857142857142856,114.28571428571428,45.71428571428571
2022-05-16,JNE3368-KR-XXXL,1,6.285714285714286,5.285714285714286,1,4.228571428571429,211.42857142857144,84.57142857142857
2022-05-19,JNE3368-KR-XXXL,1,5.857142857142857,4.857142857142857,1,3.8857142857142857,194.28571428571428,77.71428571428571
2022-05-24,JNE3368-KR-XXXL,1,5.714285714285714,4.714285714285714,1,3.771428571428572,188.57142857142858,75.42857142857143
2022-05-26,JNE3368-KR-XXXL,1,3.857142857142857,2.857142857142857,1,2.285714285714286,114.2857142857143,45.71428571428572
2022-05-06,JNE3373-KR-XL,3,5.571428571428571,2.571428571428571,1,2.057142857142857,102.85714285714285,41.14285714285714
2022-05-07,JNE3373-KR-XL,3,5.857142857142857,2.8571428571428568,1,2.2857142857142856,114.28571428571428,45.71428571428571
2022-05-08,JNE3373-KR-XL,3,6.142857142857143,3.1428571428571432,1,2.5142857142857147,125.71428571428574,50.28571428571429
2022-05-10,JNE3373-KR-XL,1,4.714285714285714,3.7142857142857144,1,2.9714285714285715,148.57142857142858,59.42857142857143
2022-04-30,JNE3373-KR-XXL,5,7.428571428571429,2.428571428571429,1,1.942857142857143,97.14285714285715,38.85714285714286
2022-05-01,JNE3373-KR-XXL,2,7.285714285714286,5.285714285714286,1,4.228571428571429,211.42857142857144,84.57142857142857
2022-05-03,JNE3373-KR-XXL,1,6.428571428571429,5.428571428571429,1,4.342857142857143,217.14285714285717,86.85714285714286
2022-05-04,JNE3373-KR-XXL,1,5.428571428571429,4.428571428571429,1,3.542857142857143,177.14285714285717,70.85714285714286
2022-05-08,JNE3373-KR-XXL,1,4.285714285714286,3.2857142857142856,1,2.6285714285714286,131.42857142857142,52.57142857142857
2022-06-04,JNE3373-KR-XXL,1,4.285714285714286,3.2857142857142856,1,2.6285714285714286,131.42857142857142,52.57142857142857
2022-05-02,JNE3373-KR-XXXL,4,6.714285714285714,2.7142857142857144,1,2.1714285714285717,108.57142857142858,43.42857142857143
2022-05-11,JNE3373-KR-XXXL,1,6.142857142857143,5.142857142857143,1,4.114285714285715,205.71428571428575,82.28571428571429
2022-05-15,JNE3373-KR-XXXL,1,5.714285714285714,4.714285714285714,1,3.771428571428572,188.57142857142858,75.42857142857143
2022-05-17,JNE3373-KR-XXXL,5,5.714285714285714,0.7142857142857144,1,0.5714285714285715,28.571428571428577,11.42857142857143
2022-05-20,JNE3373-KR-XXXL,4,6.285714285714286,2.2857142857142856,1,1.8285714285714285,91.42857142857143,36.57142857142857
2022-05-21,JNE3373-KR-XXXL,4,6.285714285714286,2.2857142857142856,1,1.8285714285714285,91.42857142857143,36.57142857142857
2022-05-24,JNE3373-KR-XXXL,4,8.571428571428571,4.571428571428571,1,3.657142857142857,182.85714285714286,73.14285714285714
2022-05-25,JNE3373-KR-XXXL,6,7.142857142857143,1.1428571428571432,1,0.9142857142857146,45.71428571428573,18.285714285714292
2022-05-27,JNE3373-KR-XXXL,4,6.142857142857143,2.1428571428571432,1,1.7142857142857146,85.71428571428574,34.28571428571429
2022-04-30,JNE3399-KR-L,1,4.571428571428571,3.571428571428571,1,2.857142857142857,142.85714285714286,57.142857142857146
2022-04-04,JNE3399-KR-M,2,6.25,4.25,1,3.4000000000000004,170.00000000000003,68.0
2022-04-05,JNE3399-KR-M,5,6.0,1.0,1,0.8,40.0,16.0
2022-04-07,JNE3399-KR-M,2,5.571428571428571,3.571428571428571,1,2.857142857142857,142.85714285714286,57.142857142857146
2022-05-05,JNE3399-KR-M,3,4.857142857142857,1.8571428571428568,1,1.4857142857142855,74.28571428571428,29.71428571428571
2022-05-06,JNE3399-KR-M,1,4.571428571428571,3.571428571428571,1,2.857142857142857,142.85714285714286,57.142857142857146
2022-05-07,JNE3399-KR-M,2,4.714285714285714,2.7142857142857144,1,2.1714285714285717,108.57142857142858,43.42857142857143
2022-05-09,JNE3399-KR-M,1,4.571428571428571,3.571428571428571,1,2.857142857142857,142.85714285714286,57.142857142857146
2022-05-12,JNE3399-KR-M,1,4.285714285714286,3.2857142857142856,1,2.6285714285714286,131.42857142857142,52.57142857142857
2022-04-02,JNE3399-KR-S,1,3.5,2.5,1,2.0,100.0,40.0
2022-04-15,JNE3399-KR-XL,1,4.857142857142857,3.8571428571428568,1,3.0857142857142854,154.28571428571428,61.71428571428571
2022-04-11,JNE3405-KR-L,17,21.428571428571427,4.428571428571427,1,3.542857142857142,177.14285714285708,70.85714285714283
2022-04-12,JNE3405-KR-L,16,21.285714285714285,5.285714285714285,1,4.228571428571428,211.4285714285714,84.57142857142856
2022-04-13,JNE3405-KR-L,20,21.142857142857142,1.1428571428571423,1,0.9142857142857139,45.714285714285694,18.285714285714278
2022-04-14,JNE3405-KR-L,17,19.571428571428573,2.571428571428573,1,2.0571428571428583,102.85714285714292,41.14285714285717
2022-04-15,JNE3405-KR-L,19,19.285714285714285,0.2857142857142847,1,0.22857142857142776,11.428571428571388,4.571428571428555
2022-04-17,JNE3405-KR-L,4,16.142857142857142,12.142857142857142,1,9.714285714285715,485.7142857142858,194.2857142857143
2022-04-18,JNE3405-KR-L,4,14.285714285714286,10.285714285714286,1,8.22857142857143,411.4285714285715,164.57142857142858
2022-04-19,JNE3405-KR-L,3,12.428571428571429,9.428571428571429,1,7.542857142857144,377.14285714285717,150.85714285714286
2022-04-20,JNE3405-KR-L,2,9.857142857142858,7.857142857142858,1,6.2857142857142865,314.28571428571433,125.71428571428572
2022-04-21,JNE3405-KR-L,2,7.714285714285714,5.714285714285714,1,4.571428571428572,228.5714285714286,91.42857142857144
2022-04-22,JNE3405-KR-L,3,5.428571428571429,2.428571428571429,1,1.942857142857143,97.14285714285715,38.85714285714286
2022-05-05,JNE3405-KR-L,4,13.0,9.0,1,7.2,360.0,144.0
2022-05-07,JNE3405-KR-L,1,12.571428571428571,11.571428571428571,1,9.257142857142858,462.8571428571429,185.14285714285717
2022-05-08,JNE3405-KR-L,1,9.571428571428571,8.571428571428571,1,6.857142857142858,342.8571428571429,137.14285714285717
2022-05-11,JNE3405-KR-L,1,7.428571428571429,6.428571428571429,1,5.142857142857143,257.14285714285717,102.85714285714286
2022-05-14,JNE3405-KR-L,1,5.428571428571429,4.428571428571429,1,3.542857142857143,177.14285714285717,70.85714285714286
2022-05-15,JNE3405-KR-L,2,3.2857142857142856,1.2857142857142856,1,1.0285714285714285,51.42857142857142,20.57142857142857
2022-04-17,JNE3405-KR-M,4,8.5,4.5,1,3.6,180.0,72.0
2022-04-23,JNE3405-KR-M,1,7.428571428571429,6.428571428571429,1,5.142857142857143,257.14285714285717,102.85714285714286
2022-05-03,JNE3405-KR-M,8,8.428571428571429,0.4285714285714288,1,0.3428571428571431,17.142857142857153,6.857142857142861
2022-05-04,JNE3405-KR-M,8,8.428571428571429,0.4285714285714288,1,0.3428571428571431,17.142857142857153,6.857142857142861
2022-05-05,JNE3405-KR-M,8,8.142857142857142,0.14285714285714235,1,0.11428571428571388,5.714285714285694,2.2857142857142776
2022-05-07,JNE3405-KR-M,2,6.714285714285714,4.714285714285714,1,3.771428571428572,188.57142857142858,75.42857142857143
2022-05-10,JNE3405-KR-M,8,9.571428571428571,1.5714285714285712,1,1.2571428571428571,62.857142857142854,25.142857142857142
2022-05-23,JNE3405-KR-M,2,10.714285714285714,8.714285714285714,1,6.9714285714285715,348.57142857142856,139.42857142857144
2022-05-26,JNE3405-KR-M,5,10.285714285714286,5.2857142857142865,1,4.2285714285714295,211.42857142857147,84.57142857142858
2022-05-27,JNE3405-KR-M,4,10.571428571428571,6.571428571428571,1,5.257142857142857,262.85714285714283,105.14285714285714
2022-05-28,JNE3405-KR-M,1,7.428571428571429,6.428571428571429,1,5.142857142857143,257.14285714285717,102.85714285714286
2022-06-01,JNE3405-KR-M,2,6.285714285714286,4.285714285714286,1,3.428571428571429,171.42857142857144,68.57142857142858
2022-06-05,JNE3405-KR-M,1,5.285714285714286,4.285714285714286,1,3.428571428571429,171.42857142857144,68.57142857142858
2022-04-02,JNE3405-KR-S,2,4.5,2.5,1,2.0,100.0,40.0
2022-04-12,JNE3405-KR-S,12,15.142857142857142,3.1428571428571423,1,2.5142857142857142,125.71428571428571,50.285714285714285
2022-04-13,JNE3405-KR-S,3,13.142857142857142,10.142857142857142,1,8.114285714285714,405.71428571428567,162.28571428571428
2022-04-14,JNE3405-KR-S,2,11.857142857142858,9.857142857142858,1,7.885714285714286,394.28571428571433,157.71428571428572
2022-04-15,JNE3405-KR-S,1,10.142857142857142,9.142857142857142,1,7.314285714285714,365.7142857142857,146.28571428571428
2022-04-16,JNE3405-KR-S,2,7.571428571428571,5.571428571428571,1,4.457142857142857,222.85714285714286,89.14285714285714
2022-04-17,JNE3405-KR-S,2,5.571428571428571,3.571428571428571,1,2.857142857142857,142.85714285714286,57.142857142857146
2022-04-18,JNE3405-KR-S,1,3.2857142857142856,2.2857142857142856,1,1.8285714285714285,91.42857142857143,36.57142857142857
2022-05-05,JNE3405-KR-S,4,6.428571428571429,2.428571428571429,1,1.942857142857143,97.14285714285715,38.85714285714286
2022-05-07,JNE3405-KR-S,5,7.0,2.0,1,1.6,80.0,32.0
2022-05-10,JNE3405-KR-S,10,11.428571428571429,1.4285714285714288,1,1.142857142857143,57.14285714285715,22.85714285714286
2022-05-13,JNE3405-KR-S,10,11.857142857142858,1.8571428571428577,1,1.4857142857142862,74.2857142857143,29.714285714285722
2022-05-17,JNE3405-KR-S,1,11.285714285714286,10.285714285714286,1,8.22857142857143,411.4285714285715,164.57142857142858
2022-05-23,JNE3405-KR-S,1,9.142857142857142,8.142857142857142,1,6.514285714285714,325.7142857142857,130.28571428571428
2022-05-27,JNE3405-KR-S,1,7.428571428571429,6.428571428571429,1,5.142857142857143,257.14285714285717,102.85714285714286
2022-06-02,JNE3405-KR-S,4,6.571428571428571,2.571428571428571,1,2.057142857142857,102.85714285714285,41.14285714285714
2022-04-23,JNE3405-KR-XL,3,7.285714285714286,4.285714285714286,1,3.428571428571429,171.42857142857144,68.57142857142858
2022-04-25,JNE3405-KR-XL,1,7.142857142857143,6.142857142857143,1,4.914285714285715,245.71428571428572,98.28571428571429
2022-04-28,JNE3405-KR-XL,2,6.285714285714286,4.285714285714286,1,3.428571428571429,171.42857142857144,68.57142857142858
2022-05-03,JNE3405-KR-XL,1,8.0,7.0,1,5.6000000000000005,280.0,112.00000000000001
2022-05-04,JNE3405-KR-XL,1,8.0,7.0,1,5.6000000000000005,280.0,112.00000000000001
2022-05-05,JNE3405-KR-XL,1,7.857142857142857,6.857142857142857,1,5.485714285714286,274.2857142857143,109.71428571428572
2022-05-10,JNE3405-KR-XL,1,7.142857142857143,6.142857142857143,1,4.914285714285715,245.71428571428572,98.28571428571429
2022-05-13,JNE3405-KR-XL,1,4.857142857142857,3.8571428571428568,1,3.0857142857142854,154.28571428571428,61.71428571428571
2022-05-15,JNE3405-KR-XL,1,3.142857142857143,2.142857142857143,1,1.7142857142857144,85.71428571428572,34.28571428571429
2022-04-10,JNE3405-KR-XS,4,7.428571428571429,3.428571428571429,1,2.7428571428571433,137.14285714285717,54.85714285714287
2022-04-11,JNE3405-KR-XS,5,8.0,3.0,1,2.4000000000000004,120.00000000000001,48.00000000000001
2022-04-12,JNE3405-KR-XS,8,8.571428571428571,0.5714285714285712,1,0.45714285714285696,22.857142857142847,9.142857142857139
2022-04-14,JNE3405-KR-XS,8,8.285714285714286,0.2857142857142865,1,0.2285714285714292,11.42857142857146,4.571428571428584
2022-04-15,JNE3405-KR-XS,7,8.285714285714286,1.2857142857142865,1,1.0285714285714291,51.42857142857146,20.571428571428584
2022-04-17,JNE3405-KR-XS,7,7.714285714285714,0.7142857142857144,1,0.5714285714285715,28.571428571428577,11.42857142857143
2022-04-19,JNE3405-KR-XS,2,7.428571428571429,5.428571428571429,1,4.342857142857143,217.14285714285717,86.85714285714286
2022-04-22,JNE3405-KR-XS,3,6.142857142857143,3.1428571428571432,1,2.5142857142857147,125.71428571428574,50.28571428571429
2022-04-29,JNE3405-KR-XS,3,7.714285714285714,4.714285714285714,1,3.771428571428572,188.57142857142858,75.42857142857143
2022-05-27,JNE3405-KR-XS,2,7.142857142857143,5.142857142857143,1,4.114285714285715,205.71428571428575,82.28571428571429
